idioma,archivo,id,texto_traducido
de;confinamiento.py;0201;2D Einschluss\n(Elektron)
de;confinamiento.py;0201;3D Einschluss\n(Proton)
de;confinamiento.py;0208;Fermi-Dirac (Ausschluss)
de;confinamiento.py;0210;Bose-Einstein (Kondensation)
de;confinamiento.py;0213;Statistisches Verhalten
de;confinamiento.py;0218;Maximal 1 Teilchen\npro Zustand
de;confinamiento.py;0219;Mehrere Teilchen\ngleicher Zustand
de;confinamiento.py;0224;Abbildung 2: Experimentelle Validierung
de;confinamiento.py;0228;Proton VED
de;confinamiento.py;0228;Proton LHC
de;confinamiento.py;0228;Neutron VED
de;confinamiento.py;0228;Neutron Exp
de;confinamiento.py;0234;Radius (fm)
de;confinamiento.py;0235;Hadronische Radien Vorhersage
de;confinamiento.py;0240;{radius:.5f}
de;confinamiento.py;0243;Einstein-VED
de;confinamiento.py;0243;Gitter QCD
de;confinamiento.py;0243;Konstituenten-Modell
de;confinamiento.py;0247;Genauigkeit (%)
de;confinamiento.py;0248;Genauigkeitsvergleich
de;confinamiento.py;0253;{prec}%
de;confinamiento.py;0259;Einstein-VED
de;confinamiento.py;0265;Feinstrukturkonstante
de;confinamiento.py;0270;{value:.3f}
de;confinamiento.py;0275;DIPOLARE ERKLÄRUNG VON LHC-JETS:\n\n
de;confinamiento.py;0276;• Quarks = Geometrische Dipole an Dimensionen verankert\n
de;confinamiento.py;0277;• Bei Energiezufuhr: Dipolbruch\n
de;confinamiento.py;0278;• Erzeugung neuer Quark-Antiquark-Paare\n
de;confinamiento.py;0279;• Bildung hadronischer Jets in entgegengesetzten Richtungen\n
de;confinamiento.py;0280;• Keine unendliche 'Einschlusskraft'\n
de;confinamiento.py;0280;Einschlusskraft
de;confinamiento.py;0281;• Nur natürliche geometrische Rekonfiguration
de;confinamiento.py;0290;Abbildung 3: Lösung zu Quantenparadoxien
de;confinamiento.py;0310;Doppelspalt-Lösung
de;confinamiento.py;0328;Ausbreitungsrichtung
de;confinamiento.py;0329;Position
de;confinamiento.py;0330;DOPPELSPALT-LÖSUNG:\nKomplette Oberfläche interagiert
de;confinamiento.py;0333;Teilchen durch zwei Wege
de;confinamiento.py;0333;Nicht "Teilchen durch zwei Wege"\nEs ist OBERFLÄCHE durch beide
de;confinamiento.py;0337;Geometrische Lösung zur Verschränkung
de;confinamiento.py;0349;Teilchen A
de;confinamiento.py;0350;Teilchen B
de;confinamiento.py;0351;GEMEINSAME GEOMETRIE
de;confinamiento.py;0357;VERSCHRÄNKUNG:\nGemeinsame Geometrie, keine Fernwirkung
de;confinamiento.py;0362;Lösung zum Wellenfunktionskollaps
de;confinamiento.py;0368;Reale Geometrie (immer definiert)
de;confinamiento.py;0369;Wahrscheinlichkeit vor Messung
de;confinamiento.py;0369;MC: "Wahrscheinlichkeit vor Messung"
de;confinamiento.py;0375;Position
de;confinamiento.py;0377;ENDE DES "KOLLAPSES":\nDefinierte Geometrie, nicht probabilistisch
de;confinamiento.py;0383;Lösung zur Quantenstatistik
de;confinamiento.py;0387;EMERGENTE QUANTENSTATISTIK\n\n
de;confinamiento.py;0388;Fermi-Dirac (Ausschluss):\n
de;confinamiento.py;0389;• 2D Einschluss (Elektron)\n
de;confinamiento.py;0390;• Natürliche topologische Einschränkung\n
de;confinamiento.py;0391;• Nur 1 Teilchen pro Zustand\n\n
de;confinamiento.py;0392;Bose-Einstein (Kondensation):\n
de;confinamiento.py;0393;• 3D Einschluss (Proton)\n
de;confinamiento.py;0394;• Komplette sphärische Geometrie\n
de;confinamiento.py;0395;• Mehrere Teilchen gleicher Zustand\n\n
de;confinamiento.py;0396;Sie sind KEINE fundamentalen Eigenschaften\n
de;confinamiento.py;0397;Sie SIND geometrische Konsequenzen
de;confinamiento.py;0405;Speichere alle Abbildungen
de;confinamiento.py;0408;Generiere Einstein-VED Visualisierungen...
de;confinamiento.py;0411;Generiere Abbildung 1: Einschlussgeometrien...
de;confinamiento.py;0418;✓ Einschlussgeometrien gespeichert
de;confinamiento.py;0420;Generiere Abbildung 2: Experimentelle Validierung...
de;confinamiento.py;0427;✓ Experimentelle Validierung gespeichert
de;confinamiento.py;0429;Generiere Abbildung 3: Quantenparadoxien Lösung...
de;confinamiento.py;0435;✓ Quantenparadoxien Lösung gespeichert
de;confinamiento.py;0437;\n✅ Alle Abbildungen gespeichert in {format} Format (DPI: {dpi})
de;confinamiento.py;0440;❌ Fehler während der Generierung: {e}
de;confinamiento.py;0448;Starte Generierung von Einstein-VED Visualisierungen...
de;confinamiento.py;0453;\n🎨 Visualisierungen abgeschlossen!
de;confinamiento.py;0454;Generierte Dateien:
de;confinamiento_geometrico.py;0023;Welle ψ(x)
de;confinamiento_geometrico.py;0026;Position x
de;confinamiento_geometrico.py;0027;Amplitude ψ(x)
de;confinamiento_geometrico.py;0028;EINSTEIN-VED EINSCHLUSS: Welle → Teilchen
de;confinamiento_geometrico.py;0043;Position x
de;confinamiento_geometrico.py;0044;Amplitude ψ(x)
de;confinamiento_geometrico.py;0045;1. Sinuswelle auf ebener Oberfläche
de;confinamiento_geometrico.py;0064;2. Übergang: Aufwicklung ({progress*100:.0f}%)
de;confinamiento_geometrico.py;0065;X-Koordinate
de;confinamiento_geometrico.py;0066;Y-Koordinate
de;confinamiento_geometrico.py;0076;Eingeschlossen (n={n_cycles})
de;confinamiento_geometrico.py;0077;EINSTEIN-VED BEDINGUNG: L = {n_cycles}λ
de;confinamiento_geometrico.py;0080;3. Selbst-eingeschlossene Welle - Stabiles Teilchen
de;confinamiento_geometrico.py;0081;X-Koordinate
de;confinamiento_geometrico.py;0082;Y-Koordinate
de;confinamiento_geometrico.py;0118;a) Freie ebene Welle
de;confinamiento_geometrico.py;0119;Position x
de;confinamiento_geometrico.py;0120;Amplitude ψ(x)
de;confinamiento_geometrico.py;0137;b) Übergang
de;confinamiento_geometrico.py;0138;X-Koordinate
de;confinamiento_geometrico.py;0139;Y-Koordinate
de;confinamiento_geometrico.py;0155;c) Eingeschlossen n=3\nL = 3λ
de;confinamiento_geometrico.py;0156;X-Koordinate
de;confinamiento_geometrico.py;0157;Y-Koordinate
de;confinamiento_geometrico.py;0159;BEDINGUNG: L = nλ
de;confinamiento_geometrico_tiempo.py;0011;n=1: Glatte Raumzeit-Röhre + fundamentale Kreiswelle
de;confinamiento_geometrico_tiempo.py;0044;GRUNDZUSTAND n=1\nRaumzeit + Kreiswelle
de;confinamiento_geometrico_tiempo.py;0056;n=3: Raumzeit-Mannigfaltigkeit + Welle mit 3 Knoten
de;confinamiento_geometrico_tiempo.py;0093;ANGEREGTER ZUSTAND n=3\nRaumzeit-Mannigfaltigkeit + 3 Knoten
de;confinamiento_geometrico_tiempo.py;0105;Seitenvergleich n=1 vs n=3
de;confinamiento_geometrico_tiempo.py;0132;n=1: Grundzustand
de;confinamiento_geometrico_tiempo.py;0153;n=3: Angeregter Zustand
de;confinamiento_geometrico_tiempo.py;0164;Zeigt wie dt-Kurven n=1 Oberfläche generieren
de;confinamiento_geometrico_tiempo.py;0202;GENERIERUNG n=1: dt → Oberfläche\nKreisförmige Kurven generieren Zylinder
de;confinamiento_geometrico_tiempo.py;0214;Zeigt wie dt-Kurven n=3 Oberfläche generieren
de;confinamiento_geometrico_tiempo.py;0257;GENERIERUNG n=3: dt → Mannigfaltigkeit\nKurven mit Knoten generieren Geometrie
de;confinamiento_geometrico_tiempo.py;0269;Vollständige dt-Evolution durch δt
de;confinamiento_geometrico_tiempo.py;0302;δt={t}
de;confinamiento_geometrico_tiempo.py;0309;Zeitliche\nEvolution
de;confinamiento_geometrico_tiempo.py;0313;VOLLSTÄNDIGE EVOLUTION: dt → δt → n Zustände\nEinstein-VED Quanteneinschluss
de;confinamiento_geometrico_tiempo.py;0325;🎨 GENERIERE DIE 6 VOLLSTÄNDIGEN EINSTEIN-VED GRAPHIKEN...
de;confinamiento_geometrico_tiempo.py;0337;\n✅ DIE 6 VOLLSTÄNDIGEN GRAPHIKEN:
de;Constante_G.py;0042;Protonenradius (Mittellinie)
de;Constante_G.py;0046;Abbildung 1: VED eingeschlossene Welle des Protons, n=2
de;Constante_G.py;0059;Schwarzes Loch
de;Constante_G.py;0061;2D Oberfläche
de;Constante_G.py;0066;Abbildung 2: Schwarzes Loch und holographische 2D Oberfläche
de;Constante_G.py;0078;Experimentelles G
de;Constante_G.py;0083;n={n}
de;Constante_G.py;0088;Berechnetes G [m^3/kg/s^2]
de;Constante_G.py;0089;Abbildung 3: G Ziel ±3σ
de;Constante_G.py;0116;Berechnetes G [m^3/kg/s^2]
de;Constante_G.py;0117;Abbildung 4: G Ziel ±4σ (Pfeile)
de;Constante_G.py;0130;Asymptotisches G(n) (kontinuierlich)
de;Constante_G.py;0133;Experimentelles G
de;Constante_G.py;0140;round,pad=0.5
de;Constante_G.py;0143;Abbildung 5: Asymptotisches Verhalten von G(n) n→∞ (log-log)
de;Constante_G.py;0164;Wert [m³/kg·s²]
de;Constante_G.py;0165;{G_max:.8e}
de;Constante_G.py;0165;Obere Grenze
de;Constante_G.py;0166;$G_2^{EXP}$ Experimentell
de;Constante_G.py;0166;{G_exp:.8e}
de;Constante_G.py;0166;Mittelwert
de;Constante_G.py;0167;{G_min:.8e}
de;Constante_G.py;0167;Untere Grenze
de;Constante_G.py;0168;$G_1^{VED}$ (n=2) EXAKT
de;Constante_G.py;0168;Empirisch erhalten
de;Constante_G.py;0169;Absolute Differenz
de;Constante_G.py;0169;{error_abs:.8e}
de;Constante_G.py;0170;Relativer Fehler
de;Constante_G.py;0170;{error_rel:.6f} %
de;Constante_G.py;0170;VED Genauigkeit
de;Constante_G.py;0248;GRAVITATIONSKONSTANTE G
de;Constante_G.py;0267;Eingeschlossene Materiewelle
de;Constante_G.py;0277;2D Hologramm
de;Constante_G.py;0286;Emergenz von G
de;Constante_G.py;0288;Abbildung 8: Materie als eingeschlossene Welle auf 2D Hologramm
de;Constante_G.py;0317;Protonenradius
de;Constante_G.py;0318;Protonen Radialwellen
de;Constante_G.py;0319;Proton 2D Welligkeit (n=4)
de;Constante_G.py;0322;Protonenradius
de;Constante_G.py;0323;Protonenwellen
de;Constante_G.py;0324;2D Welligkeit
de;Constante_G.py;0326;Proton - Femtometerskala (10⁻¹⁵ m)
de;Constante_G.py;0342;Elektronen Orbitalradius
de;Constante_G.py;0343;Elektronen Radialwellen
de;Constante_G.py;0344;Elektron 2D Welligkeit (n=137)
de;Constante_G.py;0347;Elektronen Orbitalradius
de;Constante_G.py;0348;Elektronenwellen
de;Constante_G.py;0349;2D Welligkeit
de;Constante_G.py;0351;Elektron - Atomskala (10⁻¹¹ m)
de;Constante_G.py;0358;Abbildung 9. 2D und Radialwellen von Proton und Elektron\n(Holographie → Teilchen)
de;Constante_G.py;0378;$M_\mathrm{VED} = n h /$
de;Constante_G.py;0378;$(L_\mathrm{geom} c)$
de;Constante_G.py;0379;$M_\mathrm{Sch} = c^2 R_s /$
de;Constante_G.py;0379;Gleichsetzen Massen,\nM verschwindet
de;Constante_G.py;0380;$L_\mathrm{geom}$ definiert
de;Constante_G.py;0380;durch VED
de;Constante_G.py;0381;$R_s$ definiert durch
de;Constante_G.py;0381;Jede Seite definiert\neigene Skala
de;Constante_G.py;0382;Quantisierung
de;Constante_G.py;0382;n ganzzahlig → diskrete
de;Constante_G.py;0382;Werte von M und G
de;Constante_G.py;0383;n erscheint nicht,\nG ist bestimmt
de;Constante_G.py;0383;n=2 stimmt mit\nexperimentellem G-Wert überein
de;Constante_G.py;0384;2D Einschluss
de;Constante_G.py;0384;(Oberfläche)
de;Constante_G.py;0385;3D → implizite
de;Constante_G.py;0385;Holographie
de;Constante_G.py;0385;Emergenter Ursprung\nder Gravitation
de;Constante_G.py;0409;Abbildung 10: Konzeptueller Vergleich VED vs Schwarzschild
de;entrelazamiento_geometrico.py;0009;Einstein Grundlage
de;entrelazamiento_geometrico.py;0009;Fundamentale Gleichungen
de;entrelazamiento_geometrico.py;0032;QUANTENVERSCHRÄNKUNG: Geometrische Erklärung Einstein-VED
de;entrelazamiento_geometrico.py;0049;Interner Rahmen: Gemeinsame Eigenzeit
de;entrelazamiento_geometrico.py;0068;Externer Rahmen: Konventionelle Perspektive
de;entrelazamiento_geometrico.py;0073;SYMBOLIK:\n\n
de;entrelazamiento_geometrico.py;0074;🔴 Teilchen A (45°)\n
de;entrelazamiento_geometrico.py;0075;🟢 Teilchen B (225°)\n
de;entrelazamiento_geometrico.py;0076;⚫ Beobachter\n
de;entrelazamiento_geometrico.py;0077;▬▬ Geometrische Verbindung\n
de;entrelazamiento_geometrico.py;0078;▬▬ Sichtlinien
de;entrelazamiento_geometrico.py;0084;round,pad=0.6
de;entrelazamiento_geometrico.py;0088;WELLENFRONT
de;entrelazamiento_geometrico.py;0090;EINSTEIN-VED SCHLÜSSEL:\n\n
de;entrelazamiento_geometrico.py;0091;Beide Teilchen (einschließlich antipodal)\nteilen dieselbe Eigen-Raumzeit t₀, s₀\n\n
de;entrelazamiento_geometrico.py;0092;Weil: dt' → 0 und ds' → 0 bei Geschwindigkeit c\n\n
de;entrelazamiento_geometrico.py;0095;Keine Fernwirkung
de;entrelazamiento_geometrico.py;0101;round,pad=0.8
de;entrelazamiento_geometrico.py;0109;EINSTEIN-VED GRUNDLAGE:\n\n
de;entrelazamiento_geometrico.py;0110;Verschränkte Teilchen teilen eine gemeinsame Eigen-Raumzeit von ihrem Ursprung.
de;entrelazamiento_geometrico.py;0111;Wenn sie mit Lichtgeschwindigkeit reisen, tendieren ihre Eigenzeit- und Eigenraum-Differentiale zu Null
de;entrelazamiento_geometrico.py;0112;(dt' → 0, ds' → 0), halten sie verbunden zum selben Zeitpunkt t₀ und Position s₀.
de;entrelazamiento_geometrico.py;0113;Diese geometrische Gleichzeitigkeit erklärt Quantenkorrelationen ohne Relativität zu verletzen.
de;entrelazamiento_geometrico.py;0119;round,pad=0.8
de;entrelazamiento_geometrico.py;0125;FUNDAMENTALE GLEICHUNGEN:\n\n
de;entrelazamiento_geometrico.py;0126;Für Teilchen bei Geschwindigkeit c:\n
de;entrelazamiento_geometrico.py;0130;Feldgleichung:\n
de;entrelazamiento_geometrico.py;0131;Gₘₙ + Λgₘₙ = (8πG/c⁴)Tₘₙ\n\n
de;entrelazamiento_geometrico.py;0132;Absolute Gleichzeitigkeit im Eigenrahmen
de;entrelazamiento_geometrico.py;0138;round,pad=0.8
de;entrelazamiento_geometrico.py;0144;EINSTEIN-VED INTERPRETATION: Quantenverschränkung hört auf paradox zu sein wenn verstanden
de;entrelazamiento_geometrico.py;0145;aus Raumzeit-Geometrie. Teilchen generiert im selben Ereignis teilen eine Wellenfront
de;entrelazamiento_geometrico.py;0146;wo ihre Eigenzeit eingefroren bleibt bei t₀. Diese intrinsische Gleichzeitigkeit erklärt
de;entrelazamiento_geometrico.py;0147;perfekte Korrelationen ohne 'spukhafte Fernwirkung'. Quantenwahrscheinlichkeit reflektiert begrenzte
de;entrelazamiento_geometrico.py;0147;spukhafte Fernwirkung
de;entrelazamiento_geometrico.py;0148;Beobachterperspektive, nicht fundamentale Eigenschaft.
de;entrelazamiento_geometrico.py;0154;round,pad=0.8
de;entrelazamiento_geometrico.py;0167;🎯 ERSTELLE FINALVERSION MIT KÄSTEN AUF GLEICHER EBENE...
de;entrelazamiento_geometrico.py;0170;\n✨ KORREKTUREN ANGEWENDET:
de;entrelazamiento_geometrico.py;0171;• Kästchen 'Einstein Grundlage' und 'Gleichungen' AUF GLEICHER EBENE
de;entrelazamiento_geometrico.py;0171;Einstein Grundlage
de;entrelazamiento_geometrico.py;0172;• BREITERE Abbildung (16x10) um beide aufzunehmen
de;entrelazamiento_geometrico.py;0173;• Ausgeglichenes und symmetrisches Design
de;entrelazamiento_geometrico.py;0174;• Dekoration und Farben RESPEKTIERT
de;entrelazamiento_geometrico.py;0175;• NULL Überlappungen
