idioma;archivo;id;texto
en;validacion_experimental.py;019;Minimum quark size (VED): {datos_experimentales['prediccion_quark_ved']*1e15:.3f} fm
en;validacion_experimental.py;020;Current experimental limit: < 0.001 fm
en;validacion_experimental.py;021;Conclusion: Quarks CANNOT be point-like
en;validacion_experimental.py;022;\nMASS-SIZE RELATION:
en;validacion_experimental.py;023;Electron (0.511 MeV): {2.426e-12:.2e} m
en;validacion_experimental.py;024;Quark up (2.3 MeV):   {8.6e-16:.2e} m
en;validacion_experimental.py;025;Quark down (4.8 MeV): {4.1e-16:.2e} m
en;validacion_experimental.py;026;🔬 GENERATING EINSTEIN-VED PREDICTIONS...
en;validacion_experimental.py;027;✅ PREDICTION PLOT GENERATED
en;validacion_experimental.py;028;Proton
en;validacion_experimental.py;029;Neutron
en;validacion_experimental.py;030;Einstein-VED
en;validacion_experimental.py;031;red
en;validacion_experimental.py;032;LHC (Experimental)
en;validacion_experimental.py;033;green
en;validacion_experimental.py;034;Nucleon
en;validacion_experimental.py;035;Charge Radius (fm)
en;validacion_experimental.py;036;a) Nuclear Radii: VED vs Experimental\n(Accuracy >99%)
en;validacion_experimental.py;037;{precision:.1f}%
en;validacion_experimental.py;038;center
en;validacion_experimental.py;039;bottom
en;validacion_experimental.py;040;bold
en;validacion_experimental.py;041;Proton (LHC)
en;validacion_experimental.py;042;Quark (VED)
en;validacion_experimental.py;043;"Point-like"" limit"
en;validacion_experimental.py;044;red
en;validacion_experimental.py;045;blue
en;validacion_experimental.py;046;gray
en;validacion_experimental.py;047;Size (fm)
en;validacion_experimental.py;048;b) VED Prediction: Quarks NOT Point-like
en;validacion_experimental.py;049;{long*1e15:.3f} fm
en;validacion_experimental.py;050;center
en;validacion_experimental.py;051;bold
en;validacion_experimental.py;052;ro-
en;validacion_experimental.py;053;Mass (eV/c²) - Log scale
en;validacion_experimental.py;054;Compton Length (m) - Log scale
en;validacion_experimental.py;055;c) Mass-Size Relation Einstein-VED\nλ = h/mc
en;validacion_experimental.py;056;electron
en;validacion_experimental.py;057;quark up
en;validacion_experimental.py;058;quark down
en;validacion_experimental.py;059;muon
en;validacion_experimental.py;060;offset points
en;validacion_experimental.py;061;EINSTEIN-VED PREDICTIONS:
en;validacion_experimental.py;062;bold
en;validacion_experimental.py;063;red
en;validacion_experimental.py;064;• EXACT radii from first principles
en;validacion_experimental.py;065;red
en;validacion_experimental.py;066;• Quarks: ~0.05 fm (NOT point-like)
en;validacion_experimental.py;067;red
en;validacion_experimental.py;068;• No probabilities - Deterministic values
en;validacion_experimental.py;069;red
en;validacion_experimental.py;070;FOUNDATION:
en;validacion_experimental.py;071;bold
en;validacion_experimental.py;072;• Known mass → Exact Compton length
en;validacion_experimental.py;073;• Confinement: L = nλ (n integer)
en;validacion_experimental.py;074;• Geometry → Exact structure
en;validacion_experimental.py;075;FUTURE VERIFICATION:\nImproved LHC will confirm\npredicted quark structure
en;validacion_experimental.py;076;center
en;validacion_experimental.py;077;bold
en;validacion_experimental.py;078;off
en;validacion_experimental.py;079;EINSTEIN-VED PREDICTIONS: Exact Geometry vs Experimental Data\n
en;validacion_experimental.py;080;From atoms to quarks - All sizes calculable exactly
en;validacion_experimental.py;081;bold
en;validacion_experimental.py;082;svg
en;validacion_experimental.py;083;tight
en;validacion_experimental.py;084;quark_ved_prediction
